user_id,topic,solved_count
S119,Bit Manipulation,2
S119,Concurrency,1
S119,Database,6
S119,Depth-First Search,1
S119,Dynamic Programming,1
S119,Greedy,1
S119,Hash Table,2
S119,Math,6
S119,String,7
S119,nan,4
S120,Array,44
S120,Breadth-First Search,1
S120,Concurrency,1
S120,Database,11
S120,Hash Table,6
S120,Linked List,1
S120,Math,8
S120,Stack,1
S120,String,10
S120,nan,1
S121,Array,37
S121,Database,10
S121,Design,1
S121,Divide and Conquer,1
S121,Dynamic Programming,2
S121,Hash Table,6
S121,Linked List,1
S121,Math,12
S121,String,6
S121,Tree,7
S121,nan,3
S122,Array,49
S122,Binary Search,1
S122,Bit Manipulation,1
S122,Database,13
S122,Design,1
S122,Dynamic Programming,3
S122,Hash Table,10
S122,Math,9
S122,String,10
S122,Tree,3
S122,Two Pointers,1
S122,nan,2
S123,Array,45
S123,Binary Search,1
S123,Bit Manipulation,1
S123,Database,6
S123,Hash Table,7
S123,Math,9
S123,Stack,1
S123,String,2
S123,Tree,3
S123,Two Pointers,3
S123,nan,1
S124,Array,36
S124,Binary Search,1
S124,Bit Manipulation,1
S124,Database,6
S124,Dynamic Programming,4
S124,Hash Table,3
S124,Linked List,2
S124,Math,8
S124,Shell,1
S124,String,9
S124,Tree,1
S124,Two Pointers,2
S124,nan,4
S125,Array,54
S125,Database,8
S125,Depth-First Search,1
S125,Dynamic Programming,1
S125,Graph,1
S125,Hash Table,8
S125,Linked List,2
S125,Math,7
S125,Stack,4
S125,String,7
S125,Tree,2
S125,Two Pointers,1
S125,nan,3
S126,Array,40
S126,Backtracking,1
S126,Bit Manipulation,1
S126,Database,11
S126,Hash Table,5
S126,Math,7
S126,Stack,1
S126,String,7
S126,Tree,1
S126,nan,3
S127,Array,59
S127,Database,10
S127,Depth-First Search,1
S127,Dynamic Programming,1
S127,Graph,1
S127,Hash Table,10
S127,Linked List,2
S127,Math,7
S127,String,8
S127,Tree,1
S127,Two Pointers,2
S127,nan,7
S128,Array,39
S128,Bit Manipulation,1
S128,Database,8
S128,Dynamic Programming,1
S128,Graph,1
S128,Hash Table,9
S128,Math,10
S128,String,6
S128,Tree,4
S128,Two Pointers,3
S128,nan,2
S129,Array,53
S129,Binary Search,1
S129,Concurrency,1
S129,Database,11
S129,Dynamic Programming,1
S129,Hash Table,5
S129,Linked List,1
S129,Math,13
S129,Stack,1
S129,String,6
S129,Tree,5
S129,nan,4
S130,Array,59
S130,Bit Manipulation,1
S130,Database,5
S130,Dynamic Programming,1
S130,Hash Table,8
S130,Linked List,2
S130,Math,6
S130,Stack,1
S130,String,7
S130,Tree,3
S130,Two Pointers,2
S130,nan,3
S131,Array,49
S131,Breadth-First Search,1
S131,Concurrency,1
S131,Database,14
S131,Depth-First Search,1
S131,Dynamic Programming,1
S131,Hash Table,11
S131,Linked List,2
S131,Math,16
S131,Stack,1
S131,String,9
S131,Tree,3
S131,Two Pointers,1
S131,nan,7
S132,Array,62
S132,Backtracking,1
S132,Binary Search,1
S132,Bit Manipulation,1
S132,Breadth-First Search,1
S132,Database,10
S132,Depth-First Search,1
S132,Graph,2
S132,Hash Table,9
S132,Linked List,4
S132,Math,8
S132,Stack,3
S132,String,11
S132,Tree,5
S132,Two Pointers,2
S132,nan,3
S133,Array,58
S133,Bit Manipulation,1
S133,Database,11
S133,Dynamic Programming,2
S133,Hash Table,9
S133,Linked List,1
S133,Math,5
S133,Shell,1
S133,String,8
S133,Tree,7
S133,Two Pointers,1
S133,Union Find,2
S133,nan,5
S134,Array,41
S134,Binary Search,1
S134,Database,10
S134,Depth-First Search,1
S134,Dynamic Programming,1
S134,Hash Table,10
S134,Linked List,2
S134,Math,9
S134,Shell,1
S134,Stack,1
S134,String,7
S134,Tree,1
S134,Two Pointers,2
S134,nan,2
S135,Array,44
S135,Bit Manipulation,1
S135,Database,9
S135,Hash Table,7
S135,Linked List,1
S135,Math,12
S135,String,3
S135,Tree,3
S135,Two Pointers,2
S135,nan,4
S136,Array,54
S136,Binary Search,1
S136,Database,11
S136,Depth-First Search,1
S136,Divide and Conquer,1
S136,Hash Table,10
S136,Linked List,1
S136,Math,10
S136,String,5
S136,Tree,3
S136,Two Pointers,1
S136,nan,5
S137,Array,55
S137,Bit Manipulation,1
S137,Database,9
S137,Graph,1
S137,Hash Table,4
S137,Linked List,1
S137,Math,7
S137,Shell,1
S137,Stack,1
S137,String,13
S137,Tree,2
S137,Two Pointers,1
S137,nan,4
S138,Array,46
S138,Backtracking,1
S138,Database,7
S138,Depth-First Search,1
S138,Hash Table,7
S138,Math,8
S138,String,7
S138,Tree,4
S138,Two Pointers,3
S138,nan,4
S139,Array,54
S139,Database,8
S139,Depth-First Search,1
S139,Design,1
S139,Dynamic Programming,2
S139,Hash Table,8
S139,Linked List,2
S139,Math,7
S139,String,11
S139,Tree,1
S139,Two Pointers,3
S139,nan,5
S140,Array,64
S140,Binary Search,1
S140,Bit Manipulation,1
S140,Database,12
S140,Depth-First Search,1
S140,Hash Table,10
S140,Linked List,1
S140,Math,10
S140,Stack,1
S140,String,3
S140,Tree,4
S140,nan,3
S141,Array,52
S141,Database,8
S141,Depth-First Search,1
S141,Design,1
S141,Dynamic Programming,2
S141,Graph,1
S141,Hash Table,5
S141,Linked List,1
S141,Math,6
S141,Shell,2
S141,String,12
S141,Tree,3
S141,Two Pointers,2
S141,nan,3
S142,Array,52
S142,Backtracking,1
S142,Database,8
S142,Dynamic Programming,2
S142,Hash Table,12
S142,Linked List,1
S142,Math,7
S142,String,6
S142,Tree,4
S142,nan,6
S143,Array,39
S143,Backtracking,1
S143,Binary Search,1
S143,Database,8
S143,Depth-First Search,2
S143,Dynamic Programming,1
S143,Hash Table,5
S143,Linked List,2
S143,Math,9
S143,String,7
S143,Tree,3
S143,Two Pointers,2
S143,nan,6
S144,Array,59
S144,Binary Search,1
S144,Bit Manipulation,2
S144,Database,10
S144,Depth-First Search,1
S144,Hash Table,5
S144,Linked List,1
S144,Math,14
S144,Shell,1
S144,Stack,1
S144,String,9
S144,Tree,8
S144,Two Pointers,4
S144,nan,3
S145,Array,42
S145,Database,11
S145,Depth-First Search,1
S145,Dynamic Programming,1
S145,Hash Table,6
S145,Linked List,4
S145,Math,8
S145,String,7
S145,Tree,5
S145,Two Pointers,2
S145,nan,2
S146,Array,66
S146,Concurrency,1
S146,Database,12
S146,Dynamic Programming,2
S146,Hash Table,10
S146,Math,12
S146,Shell,1
S146,Stack,2
S146,String,7
S146,Tree,5
S146,Two Pointers,7
S146,nan,4
S147,Array,79
S147,Backtracking,1
S147,Binary Search,1
S147,Database,9
S147,Depth-First Search,1
S147,Design,1
S147,Dynamic Programming,1
S147,Hash Table,6
S147,Math,9
S147,String,11
S147,Tree,2
S147,Two Pointers,1
S147,nan,3
S148,Array,41
S148,Database,10
S148,Depth-First Search,1
S148,Divide and Conquer,1
S148,Dynamic Programming,1
S148,Graph,1
S148,Hash Table,10
S148,Linked List,2
S148,Math,6
S148,Stack,1
S148,String,11
S148,Tree,3
S148,Two Pointers,4
S149,Array,55
S149,Database,11
S149,Depth-First Search,1
S149,Design,1
S149,Dynamic Programming,2
S149,Hash Table,9
S149,Math,10
S149,Stack,3
S149,String,8
S149,Tree,3
S149,Two Pointers,5
S149,nan,1
S150,Array,35
S150,Bit Manipulation,1
S150,Database,7
S150,Depth-First Search,1
S150,Dynamic Programming,1
S150,Hash Table,4
S150,Math,6
S150,Stack,1
S150,String,3
S150,Tree,2
S150,nan,3
S151,Array,59
S151,Concurrency,1
S151,Database,11
S151,Dynamic Programming,1
S151,Hash Table,2
S151,Linked List,2
S151,Math,9
S151,Sorting,1
S151,Stack,3
S151,String,9
S151,Tree,3
S151,Two Pointers,1
S151,nan,5
S152,Array,61
S152,Backtracking,2
S152,Database,8
S152,Dynamic Programming,2
S152,Hash Table,6
S152,Linked List,1
S152,Math,5
S152,Stack,1
S152,String,6
S152,Tree,4
S152,Two Pointers,1
S152,nan,5
S153,Array,48
S153,Database,10
S153,Dynamic Programming,1
S153,Graph,1
S153,Hash Table,7
S153,Linked List,1
S153,Math,9
S153,Stack,1
S153,String,7
S153,Tree,4
S153,Two Pointers,2
S153,nan,6
S154,Array,42
S154,Bit Manipulation,1
S154,Database,12
S154,Depth-First Search,2
S154,Dynamic Programming,1
S154,Hash Table,4
S154,Math,7
S154,Stack,1
S154,String,7
S154,Tree,4
S154,nan,1
S155,Array,61
S155,Binary Search,1
S155,Database,15
S155,Depth-First Search,2
S155,Hash Table,9
S155,Linked List,2
S155,Math,4
S155,String,4
S155,Tree,5
S155,Two Pointers,1
S155,nan,1
S156,Array,44
S156,Binary Search,1
S156,Bit Manipulation,1
S156,Database,6
S156,Divide and Conquer,1
S156,Dynamic Programming,2
S156,Hash Table,7
S156,Linked List,2
S156,Math,9
S156,String,13
S156,Tree,3
S156,Two Pointers,1
S156,nan,3
S157,Array,61
S157,Backtracking,1
S157,Database,10
S157,Dynamic Programming,1
S157,Hash Table,8
S157,Math,10
S157,Shell,1
S157,Stack,2
S157,String,14
S157,Tree,4
S157,Two Pointers,2
S157,nan,3
S158,Array,63
S158,Concurrency,1
S158,Database,6
S158,Divide and Conquer,1
S158,Dynamic Programming,2
S158,Graph,1
S158,Hash Table,4
S158,Linked List,1
S158,Math,11
S158,Stack,1
S158,String,13
S158,nan,3
S159,Array,36
S159,Bit Manipulation,1
S159,Concurrency,1
S159,Database,9
S159,Dynamic Programming,1
S159,Graph,1
S159,Hash Table,1
S159,Math,10
S159,Stack,1
S159,String,6
S159,Tree,5
S159,Two Pointers,3
S159,nan,3
S160,Array,45
S160,Binary Search,1
S160,Database,7
S160,Depth-First Search,1
S160,Design,1
S160,Divide and Conquer,1
S160,Dynamic Programming,1
S160,Hash Table,6
S160,Math,9
S160,String,5
S160,Tree,3
S160,nan,2
S161,Array,34
S161,Binary Search,1
S161,Bit Manipulation,2
S161,Concurrency,1
S161,Database,3
S161,Depth-First Search,1
S161,Dynamic Programming,1
S161,Hash Table,4
S161,Linked List,3
S161,Math,10
S161,String,6
S161,Two Pointers,1
S161,nan,5
S162,Array,40
S162,Backtracking,2
S162,Database,7
S162,Depth-First Search,1
S162,Hash Table,8
S162,Linked List,3
S162,Math,8
S162,Stack,1
S162,String,4
S162,Tree,5
S162,Two Pointers,4
S162,nan,2
S163,Array,60
S163,Bit Manipulation,1
S163,Concurrency,1
S163,Database,13
S163,Design,1
S163,Hash Table,11
S163,Linked List,1
S163,Math,10
S163,Stack,1
S163,String,6
S163,Tree,3
S163,Two Pointers,1
S163,nan,6
S164,Array,44
S164,Bit Manipulation,2
S164,Database,9
S164,Hash Table,4
S164,Linked List,1
S164,Math,13
S164,String,12
S164,Tree,5
S164,Two Pointers,3
S164,nan,4
S165,Array,44
S165,Binary Search,1
S165,Bit Manipulation,1
S165,Database,10
S165,Hash Table,4
S165,Linked List,1
S165,Math,9
S165,String,12
S165,Tree,5
S165,Two Pointers,1
S165,nan,5
S166,Array,68
S166,Bit Manipulation,2
S166,Concurrency,1
S166,Database,11
S166,Design,1
S166,Dynamic Programming,2
S166,Graph,1
S166,Hash Table,7
S166,Math,9
S166,String,5
S166,Two Pointers,2
S166,nan,3
S167,Array,55
S167,Bit Manipulation,2
S167,Concurrency,1
S167,Database,12
S167,Depth-First Search,2
S167,Design,1
S167,Dynamic Programming,3
S167,Graph,1
S167,Hash Table,5
S167,Linked List,3
S167,Math,6
S167,String,5
S167,Tree,5
S167,Two Pointers,2
S167,nan,1
S168,Array,49
S168,Binary Search,1
S168,Bit Manipulation,1
S168,Breadth-First Search,1
S168,Concurrency,1
S168,Database,5
S168,Depth-First Search,2
S168,Dynamic Programming,2
S168,Hash Table,14
S168,Math,5
S168,String,12
S168,Tree,4
S168,nan,5
S169,Array,46
S169,Backtracking,2
S169,Bit Manipulation,1
S169,Concurrency,1
S169,Database,9
S169,Depth-First Search,2
S169,Design,1
S169,Graph,1
S169,Hash Table,5
S169,Linked List,1
S169,Math,6
S169,Shell,1
S169,Stack,1
S169,String,8
S169,Tree,1
S169,Two Pointers,4
S169,nan,4
S170,Array,49
S170,Binary Search,1
S170,Bit Manipulation,1
S170,Database,8
S170,Depth-First Search,1
S170,Hash Table,7
S170,Linked List,1
S170,Math,12
S170,Stack,1
S170,String,5
S170,Tree,4
S170,Two Pointers,4
S170,Union Find,1
S170,nan,3
S171,Array,59
S171,Bit Manipulation,1
S171,Database,12
S171,Depth-First Search,1
S171,Dynamic Programming,1
S171,Hash Table,12
S171,Linked List,3
S171,Math,11
S171,Shell,1
S171,String,9
S171,Tree,4
S171,Two Pointers,1
S171,nan,3
S172,Array,42
S172,Bit Manipulation,2
S172,Database,5
S172,Dynamic Programming,2
S172,Hash Table,3
S172,Math,9
S172,String,10
S172,Tree,1
S172,nan,7
S173,Array,58
S173,Bit Manipulation,1
S173,Database,10
S173,Depth-First Search,2
S173,Design,1
S173,Dynamic Programming,4
S173,Graph,1
S173,Hash Table,6
S173,Linked List,1
S173,Math,13
S173,Sorting,1
S173,String,5
S173,Tree,2
S173,Two Pointers,1
S173,nan,1
S174,Array,59
S174,Backtracking,1
S174,Database,16
S174,Design,1
S174,Dynamic Programming,3
S174,Hash Table,6
S174,Linked List,1
S174,Math,12
S174,String,10
S174,Tree,2
S174,Two Pointers,4
S174,nan,1
S175,Array,64
S175,Backtracking,1
S175,Binary Search,2
S175,Bit Manipulation,1
S175,Database,9
S175,Depth-First Search,1
S175,Dynamic Programming,2
S175,Hash Table,8
S175,Linked List,1
S175,Math,13
S175,String,9
S175,Tree,2
S175,Two Pointers,1
S175,nan,3
S176,Array,49
S176,Database,13
S176,Dynamic Programming,2
S176,Graph,1
S176,Hash Table,3
S176,Linked List,1
S176,Math,8
S176,String,5
S176,Tree,5
S176,Two Pointers,1
S177,Array,46
S177,Database,12
S177,Depth-First Search,2
S177,Hash Table,5
S177,Linked List,4
S177,Math,11
S177,Sorting,1
S177,String,8
S177,Tree,2
S177,Two Pointers,3
S177,nan,4
S178,Array,58
S178,Database,23
S178,Depth-First Search,1
S178,Hash Table,11
S178,Math,9
S178,String,14
S178,Tree,9
S178,Two Pointers,1
S178,nan,4
S179,Array,57
S179,Backtracking,2
S179,Binary Search,1
S179,Concurrency,1
S179,Database,9
S179,Depth-First Search,1
S179,Dynamic Programming,2
S179,Hash Table,4
S179,Linked List,2
S179,Math,9
S179,Stack,2
S179,String,13
S179,Tree,1
S179,Two Pointers,1
S179,nan,4
S180,Array,50
S180,Backtracking,1
S180,Binary Search,1
S180,Database,8
S180,Dynamic Programming,2
S180,Greedy,1
S180,Hash Table,4
S180,Linked List,1
S180,Math,10
S180,Stack,1
S180,String,8
S180,Tree,2
S180,Two Pointers,1
S180,nan,4
S181,Array,57
S181,Database,16
S181,Dynamic Programming,6
S181,Graph,1
S181,Hash Table,6
S181,Math,12
S181,Stack,1
S181,String,7
S181,Tree,3
S181,nan,1
S182,Array,59
S182,Binary Search,1
S182,Bit Manipulation,2
S182,Database,9
S182,Dynamic Programming,1
S182,Hash Table,4
S182,Linked List,2
S182,Math,10
S182,Stack,1
S182,String,9
S182,Tree,2
S182,Two Pointers,1
S182,nan,5
S183,Array,70
S183,Backtracking,1
S183,Binary Search,2
S183,Bit Manipulation,1
S183,Database,7
S183,Dynamic Programming,1
S183,Hash Table,7
S183,Linked List,2
S183,Math,12
S183,Shell,1
S183,Stack,2
S183,String,4
S183,Tree,1
S183,nan,7
S184,Array,38
S184,Bit Manipulation,1
S184,Database,9
S184,Design,1
S184,Dynamic Programming,1
S184,Hash Table,3
S184,Linked List,1
S184,Math,9
S184,Shell,1
S184,Sorting,1
S184,String,4
S184,Two Pointers,1
S185,Array,48
S185,Binary Search,1
S185,Breadth-First Search,1
S185,Database,10
S185,Design,1
S185,Hash Table,3
S185,Math,6
S185,String,9
S185,Tree,4
S185,nan,2
S186,Array,46
S186,Backtracking,1
S186,Bit Manipulation,2
S186,Database,5
S186,Dynamic Programming,1
S186,Graph,1
S186,Hash Table,8
S186,Linked List,2
S186,Math,9
S186,String,8
S186,Tree,4
S186,nan,3
S187,Array,40
S187,Bit Manipulation,1
S187,Database,9
S187,Depth-First Search,1
S187,Dynamic Programming,1
S187,Hash Table,11
S187,Linked List,1
S187,Math,13
S187,Sorting,1
S187,String,11
S187,Tree,3
S187,Two Pointers,3
S187,nan,3
S188,Array,58
S188,Bit Manipulation,1
S188,Concurrency,1
S188,Database,8
S188,Depth-First Search,3
S188,Dynamic Programming,1
S188,Hash Table,6
S188,Linked List,1
S188,Math,14
S188,Stack,1
S188,String,8
S188,Tree,4
S188,Two Pointers,3
S188,nan,2
S189,Array,36
S189,Database,10
S189,Depth-First Search,1
S189,Dynamic Programming,1
S189,Graph,2
S189,Greedy,1
S189,Hash Table,2
S189,Math,8
S189,Shell,2
S189,Stack,1
S189,String,9
S189,Tree,3
S189,Two Pointers,1
S189,nan,3
S190,Array,32
S190,Backtracking,1
S190,Database,11
S190,Depth-First Search,1
S190,Dynamic Programming,2
S190,Greedy,1
S190,Hash Table,5
S190,Linked List,1
S190,Math,8
S190,String,11
S190,Tree,4
S190,Two Pointers,2
S190,nan,3
S191,Array,54
S191,Binary Search,2
S191,Database,9
S191,Divide and Conquer,1
S191,Dynamic Programming,1
S191,Hash Table,6
S191,Linked List,2
S191,Math,10
S191,String,7
S191,Tree,1
S191,Two Pointers,2
S191,nan,4
S192,Array,53
S192,Database,12
S192,Depth-First Search,1
S192,Dynamic Programming,3
S192,Enumeration,1
S192,Hash Table,3
S192,Linked List,4
S192,Math,9
S192,String,12
S192,Tree,2
S192,nan,4
S193,Array,34
S193,Binary Search,1
S193,Bit Manipulation,1
S193,Database,13
S193,Depth-First Search,1
S193,Enumeration,1
S193,Hash Table,5
S193,Linked List,1
S193,Math,9
S193,Shell,1
S193,Stack,1
S193,String,11
S193,Tree,1
S193,Two Pointers,2
S193,nan,4
S194,Array,53
S194,Binary Search,2
S194,Database,3
S194,Depth-First Search,2
S194,Divide and Conquer,1
S194,Graph,1
S194,Greedy,1
S194,Hash Table,5
S194,Linked List,2
S194,Math,5
S194,Stack,1
S194,String,5
S194,Tree,3
S194,Two Pointers,2
S195,Array,69
S195,Bit Manipulation,1
S195,Database,14
S195,Depth-First Search,1
S195,Dynamic Programming,2
S195,Hash Table,5
S195,Linked List,1
S195,Math,5
S195,Shell,1
S195,Stack,1
S195,String,7
S195,Tree,5
S195,Two Pointers,2
S195,nan,3
S196,Array,44
S196,Database,9
S196,Depth-First Search,1
S196,Divide and Conquer,1
S196,Dynamic Programming,1
S196,Graph,1
S196,Hash Table,6
S196,Linked List,1
S196,Math,7
S196,Shell,1
S196,String,8
S196,Tree,2
S196,Two Pointers,2
S197,Array,38
S197,Binary Search,1
S197,Bit Manipulation,1
S197,Breadth-First Search,1
S197,Database,5
S197,Dynamic Programming,1
S197,Hash Table,5
S197,Linked List,1
S197,Math,8
S197,String,3
S197,Tree,4
S197,nan,3
S198,Array,35
S198,Database,11
S198,Design,1
S198,Graph,1
S198,Hash Table,4
S198,Linked List,1
S198,Math,4
S198,String,5
S198,Tree,3
S198,Two Pointers,2
S198,nan,2
S199,Array,43
S199,Binary Search,1
S199,Database,17
S199,Dynamic Programming,3
S199,Hash Table,8
S199,Linked List,2
S199,Math,9
S199,String,12
S199,Tree,3
S199,Union Find,2
S199,nan,4
S200,Array,44
S200,Concurrency,1
S200,Database,12
S200,Divide and Conquer,1
S200,Hash Table,4
S200,Linked List,2
S200,Math,5
S200,String,15
S200,Tree,6
S200,Two Pointers,1
S200,nan,3
S201,Array,55
S201,Database,4
S201,Divide and Conquer,1
S201,Hash Table,9
S201,Math,9
S201,String,7
S201,Tree,6
S201,Two Pointers,1
S201,nan,3
S202,Array,46
S202,Database,8
S202,Depth-First Search,2
S202,Hash Table,7
S202,Math,9
S202,Shell,1
S202,Stack,2
S202,String,11
S202,Tree,6
S202,Two Pointers,2
S202,nan,2
S203,Array,58
S203,Backtracking,1
S203,Binary Search,1
S203,Bit Manipulation,1
S203,Database,17
S203,Hash Table,5
S203,Linked List,1
S203,Math,11
S203,Stack,1
S203,String,9
S203,Tree,3
S203,Two Pointers,1
S203,nan,3
S204,Array,51
S204,Bit Manipulation,2
S204,Database,7
S204,Depth-First Search,2
S204,Dynamic Programming,1
S204,Graph,1
S204,Hash Table,11
S204,Linked List,3
S204,Math,10
S204,Stack,1
S204,String,7
S204,Tree,3
S204,Two Pointers,2
S204,nan,3
S205,Array,39
S205,Backtracking,1
S205,Bit Manipulation,1
S205,Database,9
S205,Dynamic Programming,5
S205,Graph,1
S205,Hash Table,8
S205,Linked List,1
S205,Math,7
S205,Stack,1
S205,String,9
S205,Tree,2
S205,Two Pointers,1
S205,nan,3
S206,Array,52
S206,Database,12
S206,Depth-First Search,1
S206,Dynamic Programming,1
S206,Graph,1
S206,Hash Table,8
S206,Math,11
S206,String,5
S206,Tree,5
S206,Two Pointers,2
S206,nan,1
S207,Array,34
S207,Backtracking,1
S207,Bit Manipulation,2
S207,Database,3
S207,Dynamic Programming,1
S207,Hash Table,8
S207,Linked List,1
S207,Math,5
S207,Stack,1
S207,String,13
S207,Tree,4
S207,Two Pointers,1
S207,nan,4
S208,Array,43
S208,Backtracking,1
S208,Bit Manipulation,1
S208,Concurrency,1
S208,Database,11
S208,Depth-First Search,1
S208,Design,1
S208,Dynamic Programming,2
S208,Graph,1
S208,Hash Table,2
S208,Math,9
S208,String,8
S208,Two Pointers,1
S208,Union Find,1
S208,nan,2
S209,Array,48
S209,Binary Search,1
S209,Bit Manipulation,1
S209,Breadth-First Search,1
S209,Database,11
S209,Depth-First Search,2
S209,Divide and Conquer,1
S209,Dynamic Programming,1
S209,Hash Table,3
S209,Linked List,1
S209,Math,9
S209,String,9
S209,Tree,3
S209,Two Pointers,5
S209,nan,7
S210,Array,52
S210,Backtracking,1
S210,Bit Manipulation,1
S210,Database,14
S210,Dynamic Programming,1
S210,Hash Table,4
S210,Linked List,3
S210,Math,12
S210,Stack,1
S210,String,9
S210,Tree,5
S210,Two Pointers,4
S210,nan,3
S211,Array,33
S211,Bit Manipulation,1
S211,Database,10
S211,Divide and Conquer,1
S211,Dynamic Programming,3
S211,Graph,1
S211,Hash Table,5
S211,Math,9
S211,String,8
S211,Tree,2
S211,nan,4
S212,Array,51
S212,Binary Search,4
S212,Bit Manipulation,1
S212,Database,14
S212,Design,2
S212,Dynamic Programming,3
S212,Graph,3
S212,Hash Table,4
S212,Linked List,3
S212,Math,7
S212,Stack,3
S212,String,8
S212,Tree,2
S212,Two Pointers,2
S212,Union Find,1
S212,nan,6
S213,Array,51
S213,Database,6
S213,Hash Table,6
S213,Math,9
S213,Stack,1
S213,String,10
S213,Tree,1
S213,Two Pointers,1
S213,nan,2
S214,Array,56
S214,Backtracking,1
S214,Database,8
S214,Depth-First Search,1
S214,Dynamic Programming,2
S214,Enumeration,1
S214,Hash Table,7
S214,Linked List,2
S214,Math,5
S214,String,13
S214,Tree,1
S214,Two Pointers,2
S214,nan,3
S215,Array,62
S215,Database,5
S215,Depth-First Search,1
S215,Hash Table,4
S215,Linked List,3
S215,Math,8
S215,String,9
S215,Tree,4
S215,Two Pointers,3
S215,nan,3
S216,Array,39
S216,Binary Search,2
S216,Database,12
S216,Dynamic Programming,1
S216,Enumeration,1
S216,Hash Table,3
S216,Linked List,3
S216,Math,9
S216,String,10
S216,Tree,3
S216,Trie,1
S216,Two Pointers,2
S216,nan,2
S217,Array,62
S217,Bit Manipulation,2
S217,Database,11
S217,Depth-First Search,1
S217,Dynamic Programming,2
S217,Graph,1
S217,Hash Table,11
S217,Math,12
S217,Stack,1
S217,String,18
S217,Tree,3
S217,nan,2
S218,Array,63
S218,Binary Search,1
S218,Database,8
S218,Depth-First Search,3
S218,Dynamic Programming,1
S218,Greedy,1
S218,Hash Table,12
S218,Linked List,2
S218,Math,6
S218,Stack,1
S218,String,10
S218,Tree,1
S218,Two Pointers,3
S218,Union Find,1
S218,nan,5
S219,Array,54
S219,Database,8
S219,Depth-First Search,2
S219,Design,1
S219,Dynamic Programming,1
S219,Hash Table,14
S219,Linked List,1
S219,Math,11
S219,String,11
S219,Tree,2
S219,Two Pointers,1
S219,nan,3
S220,Array,40
S220,Database,15
S220,Depth-First Search,1
S220,Design,1
S220,Divide and Conquer,1
S220,Dynamic Programming,2
S220,Greedy,1
S220,Hash Table,6
S220,Linked List,2
S220,Math,15
S220,Stack,1
S220,String,12
S220,Tree,1
S220,Two Pointers,1
S220,nan,4
S221,Array,54
S221,Bit Manipulation,1
S221,Database,8
S221,Dynamic Programming,1
S221,Hash Table,3
S221,Linked List,3
S221,Math,17
S221,Stack,1
S221,String,12
S221,Two Pointers,2
S221,nan,1
S222,Array,29
S222,Database,7
S222,Depth-First Search,1
S222,Hash Table,3
S222,Linked List,1
S222,Math,4
S222,String,4
S222,Tree,3
S222,Two Pointers,3
S222,nan,2
S223,Array,61
S223,Binary Search,2
S223,Bit Manipulation,1
S223,Database,7
S223,Depth-First Search,1
S223,Dynamic Programming,2
S223,Hash Table,7
S223,Math,12
S223,String,13
S223,Tree,5
S223,Two Pointers,2
S223,Union Find,1
S223,nan,6
S224,Array,56
S224,Binary Search,1
S224,Breadth-First Search,1
S224,Database,11
S224,Design,1
S224,Graph,1
S224,Hash Table,11
S224,Linked List,2
S224,Math,6
S224,Sorting,1
S224,Stack,1
S224,String,10
S224,Tree,3
S224,nan,9
S225,Array,40
S225,Bit Manipulation,1
S225,Database,4
S225,Dynamic Programming,1
S225,Hash Table,3
S225,Linked List,3
S225,Math,12
S225,String,6
S225,Tree,2
S225,Two Pointers,5
S225,nan,5
S226,Array,43
S226,Binary Search,1
S226,Bit Manipulation,1
S226,Database,7
S226,Design,1
S226,Divide and Conquer,1
S226,Dynamic Programming,2
S226,Hash Table,6
S226,Linked List,2
S226,Math,8
S226,Stack,2
S226,String,8
S226,Tree,4
S226,Two Pointers,2
S226,nan,5
S227,Array,59
S227,Bit Manipulation,2
S227,Database,9
S227,Depth-First Search,1
S227,Dynamic Programming,2
S227,Hash Table,4
S227,Linked List,1
S227,Math,11
S227,String,7
S227,Tree,4
S227,Two Pointers,3
S227,nan,2
S228,Array,51
S228,Backtracking,1
S228,Binary Search,1
S228,Database,16
S228,Design,1
S228,Dynamic Programming,2
S228,Graph,1
S228,Hash Table,7
S228,Math,8
S228,Stack,2
S228,String,12
S228,Tree,5
S228,Two Pointers,2
S228,nan,2
S229,Array,60
S229,Backtracking,1
S229,Bit Manipulation,1
S229,Database,7
S229,Dynamic Programming,2
S229,Hash Table,5
S229,Linked List,2
S229,Math,9
S229,Stack,1
S229,String,12
S229,Tree,3
S229,nan,1
S230,Array,52
S230,Concurrency,1
S230,Database,10
S230,Design,1
S230,Graph,1
S230,Hash Table,1
S230,Linked List,3
S230,Math,8
S230,Stack,1
S230,String,6
S230,Tree,1
S230,Two Pointers,1
S230,Union Find,1
S230,nan,1
S231,Array,48
S231,Bit Manipulation,1
S231,Database,13
S231,Divide and Conquer,1
S231,Hash Table,6
S231,Linked List,1
S231,Math,9
S231,Stack,1
S231,String,6
S231,Tree,2
S231,Two Pointers,2
S231,nan,6
S232,Array,58
S232,Breadth-First Search,1
S232,Concurrency,1
S232,Database,14
S232,Design,1
S232,Dynamic Programming,1
S232,Hash Table,9
S232,Math,11
S232,String,11
S232,Trie,1
S232,nan,3
S233,Array,29
S233,Bit Manipulation,1
S233,Database,11
S233,Hash Table,12
S233,Linked List,1
S233,Math,6
S233,Stack,1
S233,String,4
S233,Tree,1
S233,Two Pointers,2
S233,nan,3
S234,Array,60
S234,Backtracking,1
S234,Bit Manipulation,1
S234,Database,6
S234,Design,1
S234,Hash Table,2
S234,Linked List,2
S234,Math,10
